Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label
28.8,6,57.6,892.063465055936,0.1,0.0,0.0,0.2,0.9,0.0,0.0,9,0,1,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,37370,60,20338,3737.0,6070.461413910624,3737.0,0.0012823104858398,10,36850501.777777776,BENIGN
12.8,17,63.6,66.79136456938298,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,702,60,156,70.2,30.20595967685848,70.2,0.0167082071304321,10,912.4,BENIGN
32.0,6,163.8,165.6420038307367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6452,66,2962,645.2,1012.4501414335864,645.2,0.0074808120727539,10,1025055.2888888888,BENIGN
26.0,6,168.6,43.50495489047794,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1022,60,230,102.2,56.19964412698714,102.2,0.026121187210083,10,3158.4,BENIGN
22.4,6,120.1,46.24299073663692,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1464,66,230,146.4,73.90564555190926,146.4,0.0220692873001098,10,5462.044444444445,BENIGN
32.0,6,80.3,53.37887729220463,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10992,66,2962,1099.2,955.3736674435006,1099.2,0.0187740087509155,10,912738.8444444444,BENIGN
28.4,6,97.0,33.84140713248346,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,954,60,176,95.4,50.403262680990096,95.4,0.0297425031661987,10,2540.488888888889,BENIGN
32.0,6,231.0,94.11148058895068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0106257915496826,10,0.0,BENIGN
32.0,6,61.8,83.33043267492361,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13578,66,4410,1357.8,1410.2499226890402,1357.8,0.0120172977447509,10,1988804.844444444,BENIGN
25.2,6,172.3,460.1540318156884,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,875,60,230,87.5,53.290086632818806,87.5,0.0021731853485107,10,2839.833333333333,BENIGN
29.6,6,208.9,1014.2193205174708,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,811,66,217,81.1,47.75039266854251,81.1,0.0009869813919067,10,2280.0999999999985,BENIGN
29.6,6,97.6,2184.419561481173,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,10837,66,1514,1083.7,692.9386777422019,1083.7,0.0005168914794921,10,480164.0111111111,BENIGN
23.6,6,82.7,60.492355353127735,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,7520,66,1514,752.0,664.7209941020368,752.0,0.0165739059448242,10,441854.0,BENIGN
24.8,6,125.0,150.00121594461015,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,8069,66,4410,806.9,1441.567006189214,806.9,0.0067389965057373,10,2078115.433333333,BENIGN
28.4,6,81.8,70.29532286745247,0.0,0.1,0.0,0.4,0.8,0.0,0.0,8,1,0,0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,847,60,156,84.7,37.94747832348168,84.7,0.0230461835861206,10,1440.0111111111114,BENIGN
32.0,6,105.3,9727.05009276438,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13224,66,2858,1322.4,1030.0592431721802,1322.4,0.0001134157180786,10,1061022.0444444446,BENIGN
22.4,6,63.6,136.2490376525544,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,5821,60,1514,582.1,683.0295991634135,582.1,0.0073813915252685,10,466529.43333333335,BENIGN
19.2,6,81.9,38.42859158516988,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,1041,60,230,104.1,57.2876756185637,104.1,0.0264435052871704,10,3281.877777777778,BENIGN
32.0,6,113.0,108.16668944690444,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8058,66,1514,805.8,747.0656374554158,805.8,0.0093236923217773,10,558107.0666666667,BENIGN
32.0,6,114.1,624.0688003094824,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10796,66,1514,1079.6,699.4504509494102,1079.6,0.0017830848693847,10,489230.93333333335,BENIGN
32.0,6,62.7,776.1049534629832,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14177,66,1999,1417.7,498.79767664076206,1417.7,0.0013321876525878,10,248799.12222222224,BENIGN
26.4,6,91.9,81.39601316524872,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,3165,60,1089,316.5,351.4946656778734,316.5,0.0124142169952392,10,123548.5,BENIGN
26.8,6,121.3,156.5412635853338,0.0,0.1,0.0,0.2,0.7,0.1,0.1,7,1,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1437,60,358,143.7,117.98309671775492,143.7,0.0080698013305664,10,13920.011111111113,BENIGN
30.4,6,99.5,98.72249080869372,0.0,0.1,0.0,0.3,0.9,0.0,0.0,9,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,12061,66,9631,1206.1,2993.299645318969,1206.1,0.0101295948028564,10,8959842.766666666,BENIGN
32.0,6,113.7,101.19314329830996,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1004,66,218,100.4,52.251953711480176,100.4,0.0104315042495727,10,2730.266666666668,BENIGN
27.2,6,116.5,440.45323280162137,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,9610,66,2962,961.0,988.6346364782312,961.0,0.0022706985473632,10,977398.4444444444,BENIGN
32.0,6,114.1,1392.3925239849948,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244,66,2962,1224.4,915.7956103847628,1224.4,0.0008049011230468,10,838681.6000000001,BENIGN
20.0,6,80.0,230.82406031588795,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,2059,60,661,205.9,223.71085008207456,205.9,0.0044372081756591,10,50046.54444444445,BENIGN
32.8,6,93.5,20331.090644692194,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,9148,66,2858,914.8,965.4692353692294,914.8,5.548000335693359e-05,10,932130.8444444444,BENIGN
12.0,17,130.2,47.09780001616975,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.1,0.0,0.0,0.9,0.9,924,60,230,92.4,68.4092261483948,92.4,0.0213196039199829,10,4679.822222222222,BENIGN
27.2,6,180.9,1150.2273412861648,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1357,66,390,135.7,134.89588577862557,135.7,0.0120297908782958,10,18196.9,BENIGN
32.0,6,64.0,246.561324303988,0.1,0.0,0.0,0.0,1.0,0.0,0.0,10,0,1,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16588,66,4410,1658.8,1267.8616117962822,1658.8,0.0040727853775024,10,1607473.0666666664,BENIGN
22.4,6,64.0,217.4995073687268,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,8827,60,2454,882.7,907.9669658699656,882.7,0.0047168970108032,10,824404.011111111,BENIGN
22.4,6,98.5,242.1248174381888,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,895,60,214,89.5,52.31793828761476,89.5,0.0052794933319091,10,2737.1666666666665,BENIGN
29.6,6,113.3,84.99785190288979,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4200,66,2044,420.0,727.6067313841698,420.0,0.0126950979232788,10,529411.5555555555,BENIGN
17.6,17,96.0,46.48571726230718,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1158,60,230,115.8,67.39897790191051,115.8,0.0262454986572265,10,4542.622222222222,BENIGN
32.0,6,214.8,397.9755387082389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0026854038238525,10,0.0,BENIGN
24.0,6,109.6,50.10601061300751,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,3094,60,2190,309.4,663.0864197071148,309.4,0.0200237035751342,10,439683.6,BENIGN
27.2,6,134.4,57.84688374915525,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1900,66,680,190.0,189.75364145239595,190.0,0.0173491954803466,10,36006.444444444445,BENIGN
29.6,6,181.6,1351.6932001289076,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,2208,60,1514,220.8,455.6247969059143,220.8,0.0007949113845825,10,207593.9555555556,BENIGN
32.0,6,117.3,9515.208711433756,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3516,66,1494,351.6,602.0976664960594,351.6,0.0002105951309204,10,362521.6,BENIGN
28.4,6,182.9,89.35343817505529,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,892,60,214,89.2,52.34246204883119,89.2,0.0123342990875244,10,2739.733333333333,BENIGN
19.2,6,99.8,109.00015072843414,0.0,0.0,0.0,0.1,0.5,0.0,0.0,5,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,4090,66,1514,409.0,584.0496554232354,409.0,0.0126839160919189,10,341114.0,BENIGN
29.6,6,64.0,743.3282529330451,0.1,0.0,0.0,0.0,0.9,0.0,0.0,9,0,1,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,15144,66,4410,1514.4,1364.7165924754406,1514.4,0.0013561010360717,10,1862451.377777778,BENIGN
32.0,6,64.0,4226.424828698106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22380,1514,4410,2238.0,1023.8906191581208,2238.0,0.0002472162246704,10,1048352.0,BENIGN
17.6,6,82.6,25.9795610057338,0.0,0.0,0.0,0.4,0.5,0.0,0.0,5,0,0,0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.0,0.3,0.0,0.0,0.7,0.7,1256,60,214,125.6,62.35953103665158,125.6,0.0403333187103271,10,3888.711111111112,BENIGN
32.0,6,60.9,961.9080818273552,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3328,66,1514,332.8,565.0252305084359,332.8,0.0010877847671508,10,319253.51111111115,BENIGN
23.2,6,87.0,55.39484788652408,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,5292,60,1514,529.2,681.6445473183871,529.2,0.0180827140808105,10,464639.2888888889,BENIGN
32.0,6,231.0,6743.254019292604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0001483917236328,10,0.0,BENIGN
23.2,6,88.1,94.1814286965328,0.1,0.2,0.0,0.1,0.5,0.0,0.0,5,2,1,0,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.1,0.0,1.0,1.0,982,66,230,98.2,51.419408354779385,98.2,0.0114014148712158,10,2643.955555555556,BENIGN
22.4,6,80.9,383.7423604757548,0.0,0.0,0.0,0.0,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,7876,60,1514,787.6,765.6949203900409,787.6,0.0026093959808349,10,586288.7111111111,BENIGN
27.2,6,96.3,394.0422573583984,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,9336,60,2962,933.6,1013.5968078525548,933.6,0.0025626897811889,10,1027378.488888889,BENIGN
29.6,6,114.3,543.4444156517233,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,9393,60,1514,939.3,742.0940416595909,939.3,0.0018836975097656,10,550703.5666666667,BENIGN
29.6,6,202.6,89.96598099568864,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,738,60,156,73.8,28.989653326661223,73.8,0.0111979007720947,10,840.4000000000001,BENIGN
11.2,17,67.7,140.88887246685454,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0,0.8,0.8,753,60,117,75.3,20.12212712413874,75.3,0.0087677955627441,10,404.9,BENIGN
32.0,6,114.0,200.50979529787452,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10919,66,4410,1091.9,1525.160862189807,1091.9,0.0049873828887939,10,2326115.655555556,BENIGN
32.0,6,102.8,75.27628017832401,0.0,0.3,0.0,0.2,0.8,0.0,0.0,8,3,0,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,993,66,274,99.3,67.15496175926904,99.3,0.0143068075180053,10,4509.788888888888,BENIGN
32.0,6,64.0,2739.047867824724,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15625,551,2962,1562.5,577.4032386469615,1562.5,0.0003938913345336,10,333394.5,BENIGN
28.8,6,126.4,114.35382774010792,0.0,0.0,0.0,0.6,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,6177,60,2962,617.7,1059.6042290507446,617.7,0.0087924003601074,10,1122761.1222222229,BENIGN
32.0,6,114.0,89.52871691210215,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6507,66,1514,650.7,664.6536357799869,650.7,0.0111850023269653,10,441764.45555555547,BENIGN
24.8,6,75.0,162.14821143460225,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,966,60,188,96.6,53.77979794185421,96.6,0.0065371036529541,10,2892.2666666666664,BENIGN
27.2,6,211.5,56.71534583847169,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1051,66,293,105.1,83.75685709905257,105.1,0.0262887001037597,10,7015.211111111112,BENIGN
32.0,6,64.0,2240.188004059178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15140,1514,1514,1514.0,0.0,1514.0,0.0004920959472656,10,0.0,BENIGN
23.6,6,150.3,88.54813954715786,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,12950,60,7973,1295.0,2713.954310595519,1295.0,0.0113734006881713,10,7365548.0,BENIGN
24.8,6,63.6,183.54691616268587,0.0,0.0,0.0,0.1,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,8242,66,1514,824.2,727.5618034076404,824.2,0.0091310024261474,10,529346.1777777779,BENIGN
16.0,17,64.5,64.63913204290469,0.0,0.1,0.0,0.2,0.3,0.0,0.0,3,1,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,832,60,164,83.2,42.803945820190194,83.2,0.0161510944366455,10,1832.1777777777777,BENIGN
32.0,6,173.3,2092.444000997755,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13512,66,2922,1351.2,1250.349711080864,1351.2,0.0005112171173095,10,1563374.3999999997,BENIGN
29.2,6,115.5,126.23065972859666,0.1,0.1,0.0,0.3,0.9,0.0,0.0,9,1,1,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,5472,60,1632,547.2,697.1498802664715,547.2,0.0079509019851684,10,486017.9555555555,BENIGN
32.0,6,147.0,136.80052185257665,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6549,66,2969,654.9,1008.8984587162378,654.9,0.0075642108917236,10,1017876.1000000002,BENIGN
29.6,6,83.1,1399.2207099012544,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,15773,214,2962,1577.3,867.352811720813,1577.3,0.0010628938674926,10,752300.8999999999,BENIGN
24.8,6,64.5,54.46801437311132,0.1,0.0,0.0,0.1,0.7,0.0,0.0,7,0,1,0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,703,62,93,70.3,9.298147963737486,70.3,0.0190043926239013,10,86.45555555555558,BENIGN
32.0,6,214.3,382.6151684880772,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1728,66,1134,172.8,337.7312541059829,172.8,0.0057148933410644,10,114062.4,BENIGN
32.0,6,80.7,1109.6335881901637,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244,66,1514,1224.4,610.5304069231753,1224.4,0.0009012937545776,10,372747.377777778,BENIGN
32.0,6,214.3,5399.46446961895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2108,66,1514,210.8,457.8978051923814,210.8,0.000200605392456,10,209670.40000000005,BENIGN
28.4,6,58.3,59.05798499298086,0.0,0.0,0.0,0.5,0.9,0.0,0.0,9,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4689,60,3691,468.9,1133.333867646933,468.9,0.0181159973144531,10,1284445.6555555556,BENIGN
8.0,17,89.5,118.39085910420124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,788,60,214,78.8,48.69131795756245,78.8,0.0084636926651,10,2370.844444444444,BENIGN
12.8,6,61.6,103.19284148474732,0.0,0.0,0.0,0.1,0.4,0.0,0.0,4,0,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.3,0.0,1.0,1.0,1309,60,234,130.9,70.20675814256694,130.9,0.0097829818725585,10,4928.988888888889,BENIGN
28.8,6,113.6,140.8212297630319,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,1.0,7367,66,2962,736.7,984.3109321302449,736.7,0.0076417207717895,10,968868.0111111111,BENIGN
20.0,6,65.3,69.44533852562702,0.1,0.1,0.0,0.1,0.4,0.0,0.0,4,1,1,0,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,961,62,262,96.1,63.62118794517716,96.1,0.0175420045852661,10,4047.655555555556,BENIGN
29.6,6,62.2,472.0551028676901,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,29614,60,8754,2961.4,2815.092664746777,2961.4,0.0021358966827392,10,7924746.711111112,BENIGN
46.0,6,93.5,20001.44969003338,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9176,94,2858,917.6,962.7635223667336,917.6,5.650520324707031e-05,10,926913.6,BENIGN
18.4,6,53.6,63.72995288215068,0.1,0.0,0.0,0.2,0.5,0.0,0.0,5,0,1,0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,768,60,129,76.8,27.56729140767289,76.8,0.0164488077163696,10,759.9555555555556,BENIGN
32.0,6,64.0,3644.36875488748,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14740,1474,1474,1474.0,0.0,1474.0,0.0002912044525146,10,0.0,BENIGN
29.6,6,214.3,732.1818975298944,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,654,60,66,65.4,1.8973665961010275,65.4,0.0014354944229125,10,3.6,BENIGN
29.6,6,96.4,67.88964927842127,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,3750,60,1514,375.0,601.7413619377238,375.0,0.0162256956100463,10,362092.6666666667,BENIGN
